HR 7965,Alp Mic,20 49 58.10,-33 46 46.9,4.90
HR 5883,5Chi Lup,15 50 57.50,-33 37 37.9,3.95
HR 2296,Del Col,06 22 06.79,-33 26 11.0,3.85
HR 3468,Alp Pyx,08 43 35.50,-33 11 11.0,3.68
HR 3282,,08 21 22.99,-33 03 15.8,4.83
HR 5168,1 Cen,13 45 41.21,-33 02 38.0,4.23
HR 8305,9Iot PsA,21 44 56.81,-33 01 32.9,4.34
HR 105,Eta Scl,00 27 55.70,-33 00 25.9,4.81
HR 5210,3 Cen,13 51 49.61,-32 59 39.8,4.56
HR 8431,14Mu PsA,22 08 22.99,-32 59 19.0,4.50
HR 8695,22Gam PsA,22 52 31.61,-32 52 32.2,4.46
HR 2361,Lam CMa,06 28 10.10,-32 34 48.0,4.48
HR 8447,15Tau PsA,22 10 08.81,-32 32 53.9,4.92
HR 8720,23Del PsA,22 55 56.90,-32 32 22.9,4.21
HR 8863,Gam Scl,23 18 49.39,-32 31 54.8,4.41
HR 2538,13Kap CMa,06 49 50.50,-32 30 31.0,3.96
HR 841,Bet For,02 49 05.40,-32 24 20.9,4.46
HR 8576,17Bet PsA,22 31 30.31,-32 20 46.0,4.29
HR 8039,Gam Mic,21 01 17.50,-32 15 28.1,4.67
HR 8135,Eps Mic,21 17 56.30,-32 10 21.0,4.71
HR 7659,,20 04 19.61,-32 03 23.0,4.99
HR 5221,4 Cen,13 53 12.50,-31 55 40.1,4.73
HR 4450,Xi Hya,11 33 00.10,-31 51 28.1,3.54
HR 6628,,17 49 10.51,-31 42 11.9,4.83
HR 5660,1 Lup,15 14 37.30,-31 31 09.1,4.91
HR 4104,Alp Ant,10 27 09.10,-31 04 04.1,4.25
HR 2881,,07 30 42.50,-30 57 43.9,4.65
HR 1464,52Ups2Eri,04 35 33.00,-30 33 43.9,3.82
HR 6746,10Gam2Sgr,18 05 48.50,-30 25 27.1,2.99
HR 3113,,07 57 40.10,-30 20 04.9,4.79
HR 5686,2 Lup,15 17 49.90,-30 08 56.0,4.34
HR 2282,1Zet CMa,06 20 18.79,-30 03 47.9,3.02
HR 7194,38Zet Sgr,19 02 36.70,-29 52 49.1,2.60
HR 6492,45 Oph,17 27 21.29,-29 52 00.8,4.29
HR 6859,19Del Sgr,18 20 59.69,-29 49 41.2,2.70
HR 5812,40Tau Lib,15 38 39.41,-29 46 40.1,3.66
HR 1453,50Ups1Eri,04 33 30.60,-29 46 00.1,4.51
HR 8728,24Alp PsA,22 57 39.10,-29 37 19.9,1.16
HR 6742,Gam1Sgr,18 05 01.30,-29 34 48.0,4.69
HR 3433,Zet Pyx,08 39 42.50,-29 33 40.0,4.89
HR 5407,52 Hya,14 28 10.39,-29 29 30.1,4.97
HR 280,Alp Scl,00 58 36.41,-29 21 27.0,4.31
HR 2827,31Eta CMa,07 24 05.71,-29 18 11.2,2.45
HR 612,Nu For,02 04 29.40,-29 17 48.8,4.69
HR 5928,5Rho Sco,15 56 53.11,-29 12 51.1,3.88
HR 963,Alp For,03 12 04.30,-28 59 12.8,3.87
HR 2618,21Eps CMa,06 58 37.49,-28 58 19.9,1.50
HR 2996,3 Pup,07 43 48.50,-28 57 16.9,3.96
HR 3733,Lam Pyx,09 23 12.31,-28 50 02.0,4.69
HR 6070,,16 18 17.90,-28 36 50.0,4.78
HR 6766,,18 08 04.99,-28 27 25.9,4.57
HR 2993,1 Pup,07 43 32.40,-28 24 40.0,4.59
HR 2922,,07 35 22.80,-28 22 09.8,4.64
HR 749,Ome For,02 33 50.71,-28 13 57.0,4.90
HR 6165,23Tau Sco,16 35 52.99,-28 12 58.0,2.82
HR 5794,39Ups Lib,15 37 01.51,-28 08 06.0,3.58
HR 9016,Del Scl,23 48 55.61,-28 07 49.1,4.57
HR 5526,58 Hya,14 50 17.30,-27 57 37.1,4.41
HR 2646,22Sig CMa,07 01 43.10,-27 56 04.9,3.47
HR 6028,13 Sco,16 12 18.19,-27 55 35.0,4.59
HR 2766,,07 16 34.99,-27 52 52.0,4.64
HR 6616,3 Sgr,17 47 33.60,-27 49 50.9,4.54
HR 3871,The Ant,09 44 12.10,-27 46 09.8,4.79
HR 5381,51 Hya,14 23 05.81,-27 45 14.0,4.77
HR 3518,Gam Pyx,08 50 31.90,-27 42 36.0,4.01
HR 7650,62 Sgr,20 02 39.50,-27 42 34.9,4.58
HR 3556,Del Pyx,08 55 31.51,-27 40 54.8,4.89
HR 7234,40Tau Sgr,19 06 56.40,-27 40 14.2,3.32
HR 4162,,10 37 13.70,-27 24 45.0,4.89
HR 4314,Chi1Hya,11 05 19.90,-27 17 37.0,4.94
HR 7604,59 Sgr,19 56 56.81,-27 10 12.0,4.52
HR 8628,18Eps PsA,22 40 39.41,-27 02 37.0,4.17
HR 6842,,18 18 03.19,-27 02 33.0,4.65
HR 7039,27Phi Sgr,18 45 39.41,-26 59 26.9,3.17
HR 7980,18Ome Cap,20 51 49.30,-26 55 09.1,4.11
HR 2949,,07 38 49.80,-26 48 13.0,4.62
HR 2948,,07 38 49.30,-26 48 06.1,4.50
HR 2749,28Ome CMa,07 14 48.70,-26 46 22.1,3.85
HR 5287,49Pi Hya,14 06 22.30,-26 40 57.0,3.27
HR 6134,21Alp Sco,16 29 24.41,-26 25 54.8,0.96
HR 2693,25Del CMa,07 08 23.50,-26 23 35.9,1.84
HR 2745,27 CMa,07 14 15.19,-26 21 09.0,4.66
HR 7597,58Ome Sgr,19 55 50.40,-26 17 57.8,4.70
HR 7121,34Sig Sgr,18 55 15.91,-26 17 48.1,2.02
HR 7618,60 Sgr,19 58 57.19,-26 11 44.2,4.83
HR 5944,6Pi Sco,15 58 51.10,-26 06 51.1,2.89
HR 3718,The Pyx,09 21 29.59,-25 57 56.2,4.72
HR 3034,Omi Pup,07 48 05.21,-25 56 13.9,4.50
HR 3919,,09 54 12.31,-25 55 57.0,4.88
HR 3628,Kap Pyx,09 08 02.90,-25 51 29.9,4.58
HR 5885,1 Sco,15 50 58.70,-25 45 05.0,4.64
HR 6084,20Sig Sco,16 21 11.30,-25 35 34.1,2.89
HR 5497,54 Hya,14 46 00.10,-25 26 35.2,4.94
HR 6913,22Lam Sgr,18 27 58.20,-25 25 18.1,2.81
HR 2944,,07 38 18.00,-25 21 52.9,4.70
HR 5904,2 Sco,15 53 36.70,-25 19 37.9,4.59
HR 5603,20Sig Lib,15 04 04.20,-25 16 54.8,3.29
HR 7936,16Psi Cap,20 46 05.69,-25 16 14.9,4.14
HR 7292,42Psi Sgr,19 15 32.40,-25 15 24.1,4.85
HR 6141,22 Sco,16 30 12.41,-25 06 54.0,4.79
HR 8080,24 Cap,21 07 07.70,-25 00 20.9,4.50
HR 6453,42The Oph,17 22 00.60,-24 59 57.8,3.27
HR 2782,30Tau CMa,07 18 42.41,-24 57 15.1,4.40
HR 7440,52 Sgr,19 36 42.41,-24 53 01.0,4.60
HR 3045,7Xi Pup,07 49 17.71,-24 51 34.9,3.34
HR 4623,1Alp Crv,12 08 24.79,-24 43 44.0,4.02
HR 1213,33Tau8Eri,03 53 42.60,-24 36 45.0,4.65
HR 2781,29 CMa,07 18 40.30,-24 33 32.0,4.98
HR 3185,15Rho Pup,08 07 32.59,-24 18 15.1,2.81
HR 2580,16Omi1CMa,06 54 07.90,-24 11 02.0,3.87
HR 6486,44 Oph,17 26 22.20,-24 10 31.1,4.17
HR 6081,19Omi Sco,16 20 38.21,-24 10 09.8,4.55
HR 1240,36Tau9Eri,03 59 55.51,-24 00 59.0,4.66
HR 6519,51 Oph,17 31 25.01,-23 57 46.1,4.81
HR 3862,,09 42 14.40,-23 54 56.2,4.94
HR 2653,24Omi2CMa,07 03 01.49,-23 49 59.9,3.02
HR 5824,42 Lib,15 40 16.90,-23 49 05.2,4.96
HR 6700,4 Sgr,17 59 47.59,-23 48 58.0,4.76
HR 8789,86 Aqr,23 06 40.90,-23 44 35.2,4.47
HR 6801,11 Sgr,18 11 43.39,-23 42 04.0,4.98
HR 919,11Tau3Eri,03 02 23.50,-23 37 27.8,4.09
HR 3858,,09 41 16.99,-23 35 30.1,4.77
HR 2387,4Xi 1CMa,06 31 51.31,-23 25 05.9,4.33
HR 4786,9Bet Crv,12 34 23.21,-23 23 48.1,2.65
HR 2764,,07 16 36.79,-23 18 56.2,4.79
HR 5080,,13 29 42.79,-23 16 53.0,4.97
HR 1173,27Tau6Eri,03 46 50.90,-23 14 58.9,4.23
HR 5020,46Gam Hya,13 18 55.30,-23 10 18.1,3.00
HR 4958,45Psi Hya,13 09 03.29,-23 07 05.2,4.95
HR 2874,,07 29 51.41,-23 01 27.8,4.85
HR 2414,5Xi 2CMa,06 35 03.41,-22 57 52.9,4.54
HR 3102,11 Pup,07 56 51.50,-22 52 48.0,4.20
HR 4343,11Bet Crt,11 11 39.50,-22 49 32.9,4.48
HR 7116,32Nu 1Sgr,18 54 10.20,-22 44 42.0,4.83
HR 7120,35Nu 2Sgr,18 55 07.10,-22 40 17.0,4.99
HR 5953,7Del Sco,16 00 19.99,-22 37 18.1,2.32
HR 4630,2Eps Crv,12 10 07.49,-22 37 10.9,3.00
HR 565,56 Cet,01 56 40.20,-22 31 36.8,4.85
HR 994,15 Eri,03 18 22.10,-22 30 41.0,4.88
HR 8817,89 Aqr,23 09 54.79,-22 27 27.0,4.69
HR 1983,13Gam Lep,05 44 27.79,-22 26 53.9,3.60
HR 8204,34Zet Cap,21 26 40.01,-22 24 41.0,3.74
HR 1654,2Eps Lep,05 05 27.70,-22 22 16.0,3.19
HR 3749,,09 27 18.41,-22 20 38.0,4.69
HR 2906,,07 34 03.19,-22 17 46.0,4.45
HR 8213,36 Cap,21 28 43.39,-21 48 25.9,4.51
HR 1003,16Tau4Eri,03 19 31.01,-21 45 28.1,3.69
HR 7217,39Omi Sgr,19 04 40.99,-21 44 30.1,3.77
HR 6595,58 Oph,17 43 25.80,-21 40 59.9,4.87
HR 1088,19Tau5Eri,03 33 47.30,-21 37 58.1,4.27
HR 6153,9Ome Oph,16 32 08.21,-21 27 59.0,4.45
HR 1762,,05 20 26.90,-21 14 21.8,4.71
HR 8812,88 Aqr,23 09 26.81,-21 10 21.0,3.66
HR 6445,40Xi Oph,17 21 00.19,-21 06 46.1,4.39
HR 7150,37Xi 2Sgr,18 57 43.80,-21 06 24.1,3.51
HR 585,59Ups Cet,02 00 00.29,-21 04 40.1,4.00
HR 6812,13Mu Sgr,18 13 45.79,-21 03 32.0,3.86
HR 7264,41Pi Sgr,19 09 45.79,-21 01 25.0,2.89
HR 850,2Tau2Eri,02 51 02.30,-21 00 15.1,4.75
HR 8939,101 Aqr,23 33 16.61,-20 54 51.8,4.71
HR 2035,15Del Lep,05 51 19.30,-20 52 45.1,3.81
HR 5997,10Ome2Sco,16 07 24.31,-20 52 07.0,4.32
HR 1829,9Bet Lep,05 28 14.69,-20 45 33.8,2.84
HR 5993,9Ome1Sco,16 06 48.41,-20 40 09.1,3.96
HR 8906,99 Aqr,23 26 02.81,-20 38 30.8,4.39
HR 6896,21 Sgr,18 25 21.00,-20 32 30.1,4.81
HR 2571,15 CMa,06 53 32.90,-20 13 27.1,4.83
HR 2590,19Pi CMa,06 55 37.39,-20 08 11.0,4.68
HR 8892,98 Aqr,23 22 58.20,-20 06 02.2,3.97
HR 1621,,05 01 25.61,-20 03 06.8,4.91
HR 6104,4Psi Oph,16 24 06.19,-20 02 15.0,4.50
HR 8060,22Eta Cap,21 04 24.31,-19 51 18.0,4.84
HR 5984,8Bet1Sco,16 05 26.21,-19 48 20.2,2.62
HR 5985,8Bet2Sco,16 05 26.50,-19 48 06.8,4.92
HR 5652,24Iot1Lib,15 12 13.30,-19 47 30.1,4.54
HR 7515,56 Sgr,19 46 21.70,-19 45 40.0,4.86
HR 5838,43Kap Lib,15 41 56.81,-19 40 44.0,4.74
HR 1496,54 Eri,04 40 26.50,-19 40 18.1,4.32
HR 8260,39Eps Cap,21 37 04.80,-19 27 58.0,4.68
HR 6027,14Nu Sco,16 11 59.69,-19 27 38.2,4.01
HR 2429,7Nu 2CMa,06 36 40.99,-19 15 20.9,3.95
HR 3192,16 Pup,08 09 01.61,-19 14 42.0,4.40
HR 2812,,07 22 13.51,-19 01 00.1,4.96
HR 3923,,09 54 52.20,-19 00 33.8,4.94
HR 7304,43 Sgr,19 17 38.11,-18 57 11.2,4.96
HR 48,7 Cet,00 14 38.40,-18 55 58.1,4.44
HR 8288,43Kap Cap,21 42 39.50,-18 51 59.0,4.73
HR 8649,66 Aqr,22 43 35.30,-18 49 49.1,4.69
HR 818,1Tau1Eri,02 45 06.19,-18 34 21.0,4.47
HR 6118,7Chi Oph,16 27 01.39,-18 27 23.0,4.42
HR 3131,,07 59 52.01,-18 23 57.1,4.61
HR 4514,27Zet Crt,11 44 45.79,-18 21 02.9,4.73
HR 5019,61 Vir,13 18 24.31,-18 18 41.0,4.74
HR 4287,7Alp Crt,10 59 46.51,-18 17 56.0,4.08
HR 2443,8Nu 3CMa,06 37 53.40,-18 14 15.0,4.43
HR 5196,89 Vir,13 49 52.30,-18 08 03.1,4.97
HR 188,16Bet Cet,00 43 35.40,-17 59 12.1,2.04
HR 2294,2Bet CMa,06 22 42.00,-17 57 20.9,1.98
HR 7340,44Rho1Sgr,19 21 40.39,-17 50 49.9,3.93
HR 1865,11Alp Lep,05 32 43.80,-17 49 19.9,2.58
HR 8982,104 Aqr,23 41 45.79,-17 48 59.0,4.82
HR 7822,11Rho Cap,20 28 51.60,-17 48 49.0,4.78
HR 6196,,16 41 34.39,-17 44 31.9,4.96
HR 4405,15Gam Crt,11 24 52.90,-17 41 02.0,4.08
HR 4662,4Gam Crv,12 15 48.41,-17 32 30.8,2.59
HR 9098,2 Cet,00 03 44.40,-17 20 10.0,4.55
HR 8075,23The Cap,21 05 56.81,-17 13 58.1,4.07
HR 2596,20Iot CMa,06 56 08.21,-17 03 15.1,4.37
HR 4171,Phi3Hya,10 38 34.99,-16 52 36.1,4.91
HR 4094,42Mu Hya,10 26 05.40,-16 50 11.0,3.81
HR 8167,32Iot Cap,21 22 14.81,-16 50 03.8,4.28
HR 5908,46The Lib,15 53 49.51,-16 43 45.8,4.15
HR 2491,9Alp CMa,06 45 08.90,-16 42 58.0,-1.46
HR 8278,40Gam Cap,21 40 05.50,-16 39 43.9,3.68
HR 6147,8Phi Oph,16 31 08.30,-16 36 46.1,4.28
HR 4757,7Del Crv,12 29 51.89,-16 30 56.2,2.95
HR 2148,17 Lep,06 04 59.09,-16 29 03.8,4.93
HR 5301,,14 10 50.50,-16 18 06.8,4.91
HR 1702,5Mu Lep,05 12 55.90,-16 12 20.2,3.31
HR 4775,8Eta Crv,12 32 04.20,-16 11 46.0,4.31
HR 4232,Nu Hya,10 49 37.49,-16 11 37.0,3.11
HR 8322,49Del Cap,21 47 02.40,-16 07 37.9,2.87
HR 5531,9Alp2Lib,14 50 52.70,-16 02 30.1,2.75
HR 5068,69 Vir,13 27 27.19,-15 58 25.0,4.76
HR 7342,46Ups Sgr,19 21 43.61,-15 57 18.0,4.61
HR 3441,9 Hya,08 41 43.30,-15 56 35.9,4.88
HR 509,52Tau Cet,01 44 04.10,-15 56 15.0,3.50
HR 8709,76Del Aqr,22 54 39.00,-15 49 14.9,3.27
HR 3229,20 Pup,08 13 19.99,-15 47 17.9,4.99
HR 6378,35Eta Oph,17 10 22.70,-15 43 28.9,2.43
HR 2657,23Gam CMa,07 03 45.50,-15 37 59.9,4.12
HR 33,6 Cet,00 11 15.91,-15 28 05.2,4.89
HR 6561,55Xi Ser,17 37 35.21,-15 23 55.0,3.54
HR 2959,,07 40 23.21,-15 15 49.0,4.94
HR 740,76Sig Cet,02 32 05.21,-15 14 40.9,4.75
HR 2155,18The Lep,06 06 09.29,-14 56 07.1,4.67
HR 3903,39Ups1Hya,09 51 28.70,-14 50 48.1,4.12
HR 1998,14Zet Lep,05 46 57.29,-14 49 18.8,3.55
HR 5787,38Gam Lib,15 35 31.61,-14 47 21.8,3.91
HR 7776,9Bet Cap,20 21 00.70,-14 46 53.0,3.08
HR 4382,12Del Crt,11 19 20.50,-14 46 43.0,3.56
HR 412,46 Cet,01 25 37.20,-14 35 56.0,4.90
HR 6930,Gam Sct,18 29 11.90,-14 33 56.9,4.70
HR 8988,105Ome2Aqr,23 42 43.30,-14 32 42.0,4.49
HR 2902,,07 33 47.90,-14 31 26.0,4.97
HR 1481,53 Eri,04 38 10.80,-14 18 14.0,3.87
HR 5941,48 Lib,15 58 11.40,-14 16 45.8,4.88
HR 2085,16Eta Lep,05 56 24.29,-14 10 04.1,3.71
HR 2450,,06 39 16.70,-14 08 44.9,4.82
HR 8418,33Iot Aqr,22 06 26.21,-13 52 10.9,4.27
HR 811,89Pi Cet,02 44 07.39,-13 51 31.0,4.25
HR 8679,71Tau2Aqr,22 49 35.50,-13 35 33.0,4.01
HR 3484,12 Hya,08 46 22.51,-13 32 52.1,4.32
HR 1231,34Gam Eri,03 58 01.80,-13 30 31.0,2.95
HR 4163,,10 37 33.19,-13 23 03.8,4.82
HR 5359,100Lam Vir,14 19 06.60,-13 22 16.0,4.52
HR 1756,6Lam Lep,05 19 34.51,-13 10 36.1,4.29
HR 3970,40Ups2Hya,10 05 07.49,-13 03 52.9,4.60
HR 1705,4Kap Lep,05 13 13.90,-12 56 29.0,4.36
HR 3211,19 Pup,08 11 16.30,-12 55 36.8,4.72
HR 6581,56Omi Ser,17 41 24.91,-12 52 31.1,4.26
HR 6446,53Nu Ser,17 20 49.70,-12 50 48.8,4.33
HR 7773,8Nu Cap,20 20 39.79,-12 45 33.1,4.76
HR 7754,6Alp2Cap,20 18 03.31,-12 32 40.9,3.57
HR 1611,64 Eri,04 59 55.80,-12 32 15.0,4.79
HR 7747,5Alp1Cap,20 17 38.90,-12 30 29.9,4.24
HR 3431,6 Hya,08 40 01.51,-12 28 31.1,4.98
HR 3994,41Lam Hya,10 10 35.30,-12 21 15.1,3.61
HR 708,72Rho Cet,02 25 57.00,-12 17 26.2,4.89
HR 1162,26Pi Eri,03 46 08.50,-12 06 06.1,4.42
HR 2574,14The CMa,06 54 11.40,-12 02 19.0,4.07
HR 3706,26 Hya,09 19 46.39,-11 58 30.0,4.79
HR 781,83Eps Cet,02 39 33.79,-11 52 19.9,4.84
HR 1696,3Iot Lep,05 12 17.90,-11 52 09.1,4.45
HR 5978,Xi Sco,16 04 22.10,-11 22 23.2,4.77
HR 8093,13Nu Aqr,21 09 35.69,-11 22 18.1,4.51
HR 5056,67Alp Vir,13 25 11.59,-11 09 41.0,0.98
HR 4402,14Eps Crt,11 24 36.60,-10 51 33.8,4.83
HR 6243,20 Oph,16 49 49.99,-10 46 59.2,4.65
HR 531,53Chi Cet,01 49 35.09,-10 41 11.0,4.67
HR 8573,57Sig Aqr,22 30 38.81,-10 40 41.2,4.82
HR 194,17Phi1Cet,00 44 11.40,-10 36 33.8,4.76
HR 2128,3 Mon,06 01 50.40,-10 35 53.2,4.95
HR 6175,13Zet Oph,16 37 09.50,-10 34 01.9,2.56
HR 9103,3 Cet,00 04 30.10,-10 30 33.8,4.94
HR 539,55Zet Cet,01 51 27.60,-10 20 06.0,3.73
HR 5723,31Eps Lib,15 24 11.90,-10 19 19.9,4.94
HR 5315,98Kap Vir,14 12 53.81,-10 16 25.0,4.19
HR 1318,39 Eri,04 14 23.71,-10 15 23.0,4.87
HR 334,31Eta Cet,01 08 35.40,-10 10 55.9,3.45
HR 5777,37 Lib,15 34 10.70,-10 03 51.8,4.62
HR 6031,15Psi Sco,16 12 00.00,-10 03 51.1,4.94
HR 4468,21The Crt,11 36 40.90,-09 48 07.9,4.70
HR 6698,64Nu Oph,17 59 01.61,-09 46 25.0,3.34
HR 1136,23Del Eri,03 43 14.90,-09 45 47.9,3.54
HR 2004,53Kap Ori,05 47 45.41,-09 40 10.9,2.06
HR 8865,95Psi3Aqr,23 18 57.70,-09 36 38.9,4.98
HR 3709,27 Hya,09 20 28.99,-09 33 20.9,4.80
HR 2970,26Alp Mon,07 41 14.81,-09 33 04.0,3.93
HR 4902,40Psi Vir,12 54 21.19,-09 32 20.0,4.79
HR 7950,2Eps Aqr,20 47 40.61,-09 29 44.9,3.77
HR 1084,18Eps Eri,03 32 55.80,-09 27 29.9,3.73
HR 5685,27Bet Lib,15 17 00.41,-09 22 59.2,2.61
HR 8858,93Psi2Aqr,23 17 54.19,-09 10 57.0,4.39
HR 8841,91Psi1Aqr,23 15 53.50,-09 05 16.1,4.21
HR 7020,Del Sct,18 42 16.39,-09 03 09.0,4.72
HR 7990,6Mu Aqr,20 52 39.19,-08 58 59.9,4.73
HR 6884,Zet Sct,18 23 39.50,-08 56 03.1,4.68
HR 874,3Eta Eri,02 56 25.70,-08 53 53.2,3.89
HR 74,8Iot Cet,00 19 25.70,-08 49 26.0,3.56
HR 984,13Zet Eri,03 15 49.99,-08 49 10.9,4.80
HR 1679,69Lam Eri,05 09 08.81,-08 45 15.1,4.27
HR 3748,30Alp Hya,09 27 35.21,-08 39 31.0,1.98
HR 5586,19Del Lib,15 00 58.39,-08 31 08.0,4.92
HR 6129,3Ups Oph,16 27 48.10,-08 22 18.1,4.63
HR 7032,Eps Sct,18 43 31.30,-08 16 31.1,4.90
HR 6973,Alp Sct,18 35 12.41,-08 14 39.1,3.85
HR 1713,19Bet Ori,05 14 32.30,-08 12 06.1,0.12
HR 402,45The Cet,01 24 01.39,-08 10 59.9,3.60
HR 6567,57Mu Oph,17 37 50.69,-08 07 08.0,4.62
HR 4813,26Chi Vir,12 39 14.81,-07 59 44.2,4.66
HR 8264,23Xi Aqr,21 37 45.10,-07 51 15.1,4.69
HR 1784,29 Ori,05 23 56.81,-07 48 29.2,4.14
HR 8499,43The Aqr,22 16 49.99,-07 46 59.9,4.16
HR 1325,40Omi2Eri,04 15 16.30,-07 39 10.1,4.43
HR 8698,73Lam Aqr,22 52 36.89,-07 34 46.9,3.74
HR 1855,36Ups Ori,05 31 55.80,-07 18 05.0,4.62
HR 3459,,08 43 40.39,-07 14 01.0,4.62
HR 1937,49 Ori,05 38 53.11,-07 12 47.2,4.80
HR 1617,65Psi Eri,05 01 26.30,-07 10 26.0,4.81
HR 2356,11Bet Mon,06 28 49.01,-07 01 58.1,4.60
HR 7446,39Kap Aql,19 36 53.50,-07 01 39.0,4.95
HR 1735,20Tau Ori,05 17 36.41,-06 50 39.8,3.60
HR 1298,38Omi1Eri,04 11 51.91,-06 50 15.0,4.04
HR 2227,5Gam Mon,06 14 51.31,-06 16 28.9,3.98
HR 5095,74 Vir,13 31 57.91,-06 15 20.9,4.69
HR 8834,90Phi Aqr,23 14 19.39,-06 02 56.0,4.22
HR 9089,30 Psc,00 01 57.60,-06 00 51.1,4.41
HR 1887,,05 35 02.71,-06 00 06.8,4.78
HR 5338,99Iot Vir,14 16 00.91,-06 00 02.2,4.08
HR 1899,44Iot Ori,05 35 25.99,-05 54 36.0,2.77
HR 7149,Eta Sct,18 57 03.70,-05 50 46.0,4.83
HR 7193,12 Aql,19 01 40.80,-05 44 20.0,4.02
HR 3,33 Psc,00 05 20.11,-05 42 27.0,4.61
HR 5487,107Mu Vir,14 43 03.60,-05 39 29.9,3.88
HR 8232,22Bet Aqr,21 31 33.50,-05 34 16.0,2.91
HR 4963,51The Vir,13 09 57.00,-05 32 20.0,4.38
HR 1560,61Ome Eri,04 52 53.69,-05 27 10.1,4.39
HR 6493,,17 26 37.90,-05 05 12.1,4.54
HR 1666,67Bet Eri,05 07 51.00,-05 05 11.0,2.79
HR 1070,17 Eri,03 30 37.10,-05 04 31.1,4.73
HR 7951,3 Aqr,20 47 44.21,-05 01 40.1,4.42
HR 7236,16Lam Aql,19 06 14.90,-04 52 57.0,3.44
HR 1892,42 Ori,05 35 23.21,-04 50 17.9,4.59
HR 7063,Bet Sct,18 47 10.51,-04 44 52.1,4.22
HR 6075,2Eps Oph,16 18 19.30,-04 41 33.0,3.24
HR 5570,16 Lib,14 57 10.99,-04 20 47.0,4.49
HR 2648,19 Mon,07 02 54.79,-04 14 21.1,4.99
HR 2701,20 Mon,07 10 13.70,-04 14 13.9,4.92
HR 6318,30 Oph,17 01 03.60,-04 13 21.0,4.82
HR 3314,,08 25 39.60,-03 54 23.0,3.90
HR 6056,1Del Oph,16 14 20.69,-03 41 39.8,2.74
HR 500,,01 42 43.49,-03 41 25.1,4.99
HR 6710,57Zet Ser,18 00 28.99,-03 41 25.1,4.62
HR 3122,27 Mon,07 59 44.09,-03 40 46.9,4.93
HR 4368,74Phi Leo,11 16 39.70,-03 39 06.1,4.47
HR 9067,27 Psc,23 58 40.39,-03 33 22.0,4.86
HR 5881,32Mu Ser,15 49 37.20,-03 25 49.1,3.53
HR 1463,48Nu Eri,04 36 19.10,-03 21 09.0,3.93
HR 1520,57Mu Eri,04 45 30.10,-03 15 16.9,4.02
HR 2113,,06 00 03.41,-03 04 27.1,4.53
HR 4432,87 Leo,11 30 18.91,-03 00 13.0,4.77
HR 3188,29Zet Mon,08 08 35.59,-02 59 02.0,4.34
HR 681,68Omi Cet,02 19 20.71,-02 58 39.0,3.04
HR 1212,32 Eri,03 54 17.50,-02 57 16.9,4.79
HR 2275,,06 19 59.59,-02 56 39.8,4.90
HR 6869,58Eta Ser,18 21 18.60,-02 53 56.0,3.26
HR 7831,69 Aql,20 29 39.00,-02 53 08.2,4.91
HR 3759,31Tau1Hya,09 29 08.90,-02 46 08.0,4.60
HR 1931,48Sig Ori,05 38 44.81,-02 36 00.0,3.81
HR 7873,70 Aql,20 36 43.61,-02 33 00.0,4.89
HR 4299,61 Leo,11 01 49.70,-02 29 04.9,4.74
HR 1788,28Eta Ori,05 24 28.61,-02 23 48.8,3.36
HR 5535,11 Lib,14 51 01.01,-02 17 57.1,4.94
HR 5409,105Phi Vir,14 28 12.10,-02 13 41.2,4.81
HR 8402,31Omi Aqr,22 03 18.89,-02 09 19.1,4.69
HR 1949,50Zet Ori,05 40 45.60,-01 56 34.1,4.21
HR 1948,50Zet Ori,05 40 45.50,-01 56 34.1,2.05
HR 4826,29Gam Vir,12 41 39.60,-01 26 57.8,3.68
HR 4825,29Gam Vir,12 41 39.60,-01 26 57.8,3.65
HR 3141,28 Mon,08 01 13.30,-01 23 33.0,4.68
HR 8518,48Gam Aqr,22 21 39.41,-01 23 13.9,3.84
HR 7447,41Iot Aql,19 36 43.30,-01 17 11.0,4.36
HR 1903,46Eps Ori,05 36 12.79,-01 12 06.8,1.70
HR 3787,32Tau2Hya,09 31 58.90,-01 11 06.0,4.57
HR 248,20 Cet,00 53 00.50,-01 08 39.1,4.77
HR 3845,35Iot Hya,09 39 51.41,-01 08 34.1,3.91
HR 1952,,05 40 50.59,-01 07 44.0,4.95
HR 7884,71 Aql,20 38 20.30,-01 06 19.1,4.32
HR 1834,31 Ori,05 29 43.99,-01 05 31.9,4.71
HR 4471,91Ups Leo,11 36 56.90,-00 49 26.0,4.30
HR 7710,65The Aql,20 11 18.31,-00 49 17.0,3.23
HR 4689,15Eta Vir,12 19 54.41,-00 40 00.8,3.89
HR 5107,79Zet Vir,13 34 41.59,-00 35 44.9,3.37
HR 2714,22Del Mon,07 11 51.89,-00 29 34.1,4.15
HR 6415,41 Oph,17 16 36.70,-00 26 43.1,4.73
HR 1765,22 Ori,05 21 45.70,-00 22 57.0,4.73
HR 3981,15Alp Sex,10 07 56.30,-00 22 18.1,4.49
HR 8414,34Alp Aqr,22 05 46.99,-00 19 10.9,2.96
HR 1852,34Del Ori,05 32 00.41,-00 17 57.1,2.23
HR 8597,62Eta Aqr,22 35 21.41,-00 07 03.0,4.02
HR 1437,45 Eri,04 31 52.70,-00 02 38.0,4.91
HR 8558,55Zet1Aqr,22 28 49.70,-00 01 13.1,4.59
