HR 8559,55Zet2Aqr,22 28 50.09,-00 01 12.0,4.42
HR 779,82Del Cet,02 39 28.99,+00 19 43.0,4.07
HR 7387,32Nu Aql,19 26 31.10,+00 20 19.0,4.66
HR 1101,10 Tau,03 36 52.39,+00 24 06.1,4.28
HR 7570,55Eta Aql,19 52 28.39,+01 00 20.2,3.90
HR 6093,50Sig Ser,16 22 04.39,+01 01 45.1,4.82
HR 8911,8Kap Psc,23 26 55.99,+01 15 20.2,4.94
HR 6723,68 Oph,18 01 45.19,+01 18 19.1,4.45
HR 8539,52Pi Aqr,22 25 16.61,+01 22 39.0,4.66
HR 1963,51 Ori,05 42 28.61,+01 28 28.9,4.91
HR 5264,93Tau Vir,14 01 38.81,+01 32 39.8,4.26
HR 1601,10Pi 6Ori,04 58 32.90,+01 42 51.1,4.47
HR 4540,5Bet Vir,11 50 41.71,+01 45 52.9,3.61
HR 8984,18Lam Psc,23 42 02.81,+01 46 48.0,4.50
HR 1789,25Psi1Ori,05 24 44.81,+01 50 47.0,4.95
HR 2037,56 Ori,05 52 26.40,+01 51 18.0,4.78
HR 5511,109 Vir,14 46 14.90,+01 53 34.1,3.72
HR 6149,10Lam Oph,16 30 54.79,+01 59 02.0,3.82
HR 5601,110 Vir,15 02 54.00,+02 05 29.0,4.40
HR 3665,22The Hya,09 14 21.89,+02 18 51.1,3.88
HR 3145,,08 02 15.91,+02 20 03.8,4.39
HR 2506,18 Mon,06 47 51.60,+02 24 43.9,4.47
HR 1567,8Pi 5Ori,04 54 15.10,+02 26 26.2,3.72
HR 6752,70 Oph,18 05 27.29,+02 29 57.8,4.03
HR 6629,62Gam Oph,17 47 53.59,+02 42 25.9,3.75
HR 596,113Alp Psc,02 02 02.81,+02 45 49.0,4.33
HR 4418,84Tau Leo,11 27 56.21,+02 51 22.0,4.95
HR 1698,17Rho Ori,05 13 17.50,+02 51 40.0,4.46
HR 6714,67 Oph,18 00 38.71,+02 55 54.1,3.97
HR 1811,30Psi2Ori,05 26 50.21,+03 05 44.2,4.59
HR 7377,30Del Aql,19 25 29.90,+03 06 52.9,3.36
HR 549,111Xi Psc,01 53 33.31,+03 11 15.0,4.62
HR 804,86Gam Cet,02 43 18.00,+03 14 08.9,3.47
HR 8852,6Gam Psc,23 17 09.91,+03 16 55.9,3.69
HR 4695,16 Vir,12 20 21.00,+03 18 45.0,4.96
HR 3418,5Sig Hya,08 38 45.41,+03 20 29.0,4.44
HR 996,96Kap1Cet,03 19 21.70,+03 22 13.1,4.83
HR 6866,74 Oph,18 20 52.10,+03 22 37.9,4.86
HR 4910,43Del Vir,12 55 36.19,+03 23 51.0,3.38
HR 3454,7Eta Hya,08 43 13.49,+03 23 55.0,4.30
HR 4291,58 Leo,11 00 33.60,+03 37 03.0,4.84
HR 5105,78 Vir,13 34 07.90,+03 39 32.0,4.94
HR 8773,4Bet Psc,23 03 52.61,+03 49 12.0,4.53
HR 911,92Alp Cet,03 02 16.80,+04 05 22.9,2.53
HR 1934,47Ome Ori,05 39 11.09,+04 07 17.0,4.57
HR 6498,49Sig Oph,17 26 30.91,+04 08 25.1,4.34
HR 7142,63The2Ser,18 56 14.59,+04 12 06.8,4.98
HR 7141,63The1Ser,18 56 13.20,+04 12 13.0,4.62
HR 6712,66 Oph,18 00 15.79,+04 22 07.0,4.64
HR 5892,37Eps Ser,15 50 49.01,+04 28 40.1,3.71
HR 6603,60Bet Oph,17 43 28.39,+04 34 01.9,2.77
HR 2298,8Eps Mon,06 23 46.10,+04 35 34.1,4.44
HR 3834,,09 38 27.31,+04 38 57.1,4.68
HR 8551,35 Peg,22 27 51.50,+04 41 44.2,4.79
HR 8413,22Nu Peg,22 05 40.80,+05 03 31.0,4.84
HR 3613,18Ome Hya,09 05 58.39,+05 05 31.9,4.97
HR 2943,10Alp CMi,07 39 18.10,+05 13 30.0,0.38
HR 8131,8Alp Equ,21 15 49.39,+05 14 52.1,3.92
HR 5015,60Sig Vir,13 17 36.29,+05 28 10.9,4.80
HR 489,106Nu Psc,01 41 25.90,+05 29 15.0,4.44
HR 754,78Nu Cet,02 35 52.51,+05 35 35.9,4.86
HR 1552,3Pi 4Ori,04 51 12.41,+05 36 18.0,3.69
HR 8969,17Iot Psc,23 39 57.00,+05 37 35.0,4.13
HR 3410,4Del Hya,08 37 39.41,+05 42 13.0,4.16
HR 3492,13Rho Hya,08 48 25.99,+05 50 16.1,4.36
HR 3547,16Zet Hya,08 55 23.59,+05 56 44.2,3.11
HR 1839,32 Ori,05 30 47.11,+05 56 53.2,4.20
HR 1251,38Nu Tau,04 03 09.41,+05 59 21.1,3.91
HR 4386,77Sig Leo,11 21 08.21,+06 01 45.8,4.05
HR 4294,59 Leo,11 00 44.81,+06 06 05.0,4.99
HR 434,98Mu Psc,01 30 11.09,+06 08 38.0,4.84
HR 8450,26The Peg,22 10 12.00,+06 11 52.1,3.53
HR 1790,24Gam Ori,05 25 07.90,+06 20 58.9,1.64
HR 8916,10The Psc,23 27 58.10,+06 22 44.0,4.28
HR 7602,60Bet Aql,19 55 18.79,+06 24 24.1,3.71
HR 3482,11Eps Hya,08 46 46.61,+06 25 08.0,3.38
HR 5854,24Alp Ser,15 44 16.10,+06 25 32.2,2.65
HR 4517,3Nu Vir,11 45 51.60,+06 31 45.8,4.03
HR 4589,8Pi Vir,12 00 52.39,+06 36 51.1,4.66
HR 9072,28Ome Psc,23 59 18.70,+06 51 47.9,4.01
HR 1543,1Pi 3Ori,04 49 50.40,+06 57 41.0,3.19
HR 2385,13 Mon,06 32 54.19,+07 19 59.2,4.50
HR 4310,63Chi Leo,11 05 01.01,+07 20 10.0,4.63
HR 5868,27Lam Ser,15 46 26.59,+07 21 11.2,4.43
HR 7429,38Mu Aql,19 34 05.40,+07 22 44.0,4.45
HR 2061,58Alp Ori,05 55 10.30,+07 24 24.8,0.50
HR 224,63Del Psc,00 48 40.99,+07 35 06.0,4.43
HR 294,71Eps Psc,01 02 56.59,+07 53 24.0,4.28
HR 2503,17 Mon,06 47 19.80,+08 02 13.9,4.77
HR 3950,29Pi Leo,10 00 12.79,+08 02 39.1,4.70
HR 5480,31 Boo,14 41 38.81,+08 09 42.1,4.86
HR 4515,2Xi Vir,11 45 17.09,+08 15 29.9,4.85
HR 2845,3Bet CMi,07 27 09.00,+08 17 21.8,2.90
HR 718,73Xi 2Cet,02 28 09.50,+08 27 36.0,4.28
HR 7595,59Xi Aql,19 54 14.90,+08 27 41.0,4.71
HR 4608,9Omi Vir,12 05 12.50,+08 43 59.2,4.12
HR 6770,71 Oph,18 07 18.41,+08 44 02.0,4.64
HR 8717,50Rho Peg,22 55 13.70,+08 48 56.9,4.90
HR 649,65Xi 1Cet,02 13 00.00,+08 50 48.1,4.37
HR 7557,53Alp Aql,19 50 46.99,+08 52 05.9,0.77
HR 1320,49Mu Tau,04 15 32.11,+08 53 31.9,4.29
HR 1544,2Pi 2Ori,04 50 36.70,+08 54 01.1,4.36
HR 896,91Lam Cet,02 59 42.89,+08 54 27.0,4.70
HR 2854,4Gam CMi,07 28 09.79,+08 55 32.2,4.32
HR 1030,1Omi Tau,03 24 48.79,+09 01 44.0,3.60
HR 510,110Omi Psc,01 45 23.59,+09 09 28.1,4.26
HR 3249,17Bet Cnc,08 16 30.91,+09 11 08.2,3.52
HR 1311,47 Tau,04 13 56.40,+09 15 49.0,4.84
HR 2828,2Eps CMi,07 25 38.90,+09 16 34.0,4.99
HR 1907,40Phi2Ori,05 36 54.29,+09 17 26.2,4.09
HR 4133,47Rho Leo,10 32 48.70,+09 18 24.1,3.85
HR 6299,27Kap Oph,16 57 40.10,+09 22 30.0,3.20
HR 8795,55 Peg,23 07 00.31,+09 24 33.8,4.52
HR 1876,37Phi1Ori,05 34 49.20,+09 29 21.8,4.41
HR 6771,72 Oph,18 07 21.00,+09 33 50.0,3.73
HR 2124,61Mu Ori,06 02 22.99,+09 38 51.0,4.12
HR 1038,2Xi Tau,03 27 10.20,+09 43 58.1,3.74
HR 8308,8Eps Peg,21 44 11.21,+09 52 30.0,2.39
HR 3852,14Omi Leo,09 41 09.00,+09 53 31.9,3.52
HR 2456,15 Mon,06 40 58.70,+09 53 44.2,4.66
HR 1879,39Lam Ori,05 35 08.30,+09 56 03.1,3.54
HR 3980,31 Leo,10 07 54.31,+09 59 51.0,4.37
HR 8123,7Del Equ,21 14 28.90,+10 00 24.8,4.49
HR 813,87Mu Cet,02 44 56.50,+10 06 51.1,4.27
HR 8097,5Gam Equ,21 10 20.50,+10 07 54.1,4.69
HR 1570,7Pi 1Ori,04 54 53.81,+10 09 02.9,4.65
HR 1458,88 Tau,04 35 39.29,+10 09 38.9,4.25
HR 6281,25Iot Oph,16 54 00.50,+10 09 55.1,4.38
HR 4828,30Rho Vir,12 41 53.11,+10 14 08.2,4.88
HR 4399,78Iot Leo,11 23 55.49,+10 31 45.1,3.94
HR 5788,13Del Ser,15 34 48.10,+10 32 15.0,3.80
HR 5789,13Del Ser,15 34 48.10,+10 32 21.1,3.80
HR 7525,50Gam Aql,19 46 15.60,+10 36 47.9,2.72
HR 8634,42Zet Peg,22 41 27.70,+10 49 53.0,3.40
HR 4932,47Eps Vir,13 02 10.61,+10 57 33.1,2.83
HR 3782,5Xi Leo,09 31 56.71,+11 17 58.9,4.97
HR 7852,2Eps Del,20 33 12.79,+11 18 11.9,4.03
HR 6159,29 Her,16 32 36.29,+11 29 17.2,4.84
HR 3572,65Alp Cnc,08 58 29.21,+11 51 28.1,4.25
HR 3982,32Alp Leo,10 08 22.30,+11 58 01.9,1.35
HR 2864,6 CMi,07 29 47.81,+12 00 24.1,4.54
HR 8665,46Xi Peg,22 46 41.59,+12 10 22.1,4.19
HR 1239,35Lam Tau,04 00 40.80,+12 29 25.1,3.47
HR 1473,90 Tau,04 38 09.50,+12 30 38.9,4.27
HR 6556,55Alp Oph,17 34 56.11,+12 33 36.0,2.08
HR 2010,134 Tau,05 49 32.90,+12 39 04.0,4.91
HR 6355,60 Her,17 05 22.70,+12 44 26.9,4.91
HR 8923,70 Peg,23 29 09.31,+12 45 38.2,4.55
HR 2484,31Xi Gem,06 45 17.40,+12 53 44.2,3.36
HR 1066,5 Tau,03 30 52.39,+12 56 12.1,4.11
HR 2564,38 Gem,06 54 38.69,+13 10 40.1,4.65
HR 2478,30 Gem,06 43 59.30,+13 13 40.1,4.49
HR 1580,9Omi2Ori,04 56 22.30,+13 30 51.8,4.07
HR 5477,30Zet Boo,14 41 08.90,+13 43 41.9,4.83
HR 5478,30Zet Boo,14 41 08.90,+13 43 41.9,4.43
HR 5072,70 Vir,13 28 25.80,+13 46 44.0,4.98
HR 7235,17Zet Aql,19 05 24.60,+13 51 47.9,2.99
HR 6117,24Ome Her,16 25 25.01,+14 01 59.9,4.57
HR 6337,,17 03 07.80,+14 05 30.8,4.98
HR 2199,70Xi Ori,06 11 56.40,+14 12 32.0,4.48
HR 1556,4Omi1Ori,04 52 31.99,+14 15 02.2,4.74
HR 6406,64Alp1Her,17 14 38.90,+14 23 25.1,3.48
HR 4534,94Bet Leo,11 49 03.60,+14 34 18.8,2.14
HR 7882,6Bet Del,20 37 33.00,+14 35 43.1,3.63
HR 7871,4Zet Del,20 35 18.50,+14 40 27.1,4.68
HR 1396,73Pi Tau,04 26 36.41,+14 42 49.0,4.69
HR 2159,67Nu Ori,06 07 34.30,+14 46 05.9,4.42
HR 1444,86Rho Tau,04 33 50.90,+14 50 39.8,4.65
HR 7176,13Eps Aql,18 59 37.39,+15 04 05.9,4.02
HR 7928,11Del Del,20 43 27.50,+15 04 27.8,4.43
HR 39,88Gam Peg,00 13 14.21,+15 11 01.0,2.83
HR 7724,67Rho Aql,20 14 16.61,+15 11 51.0,4.95
HR 8781,54Alp Peg,23 04 45.70,+15 12 19.1,2.49
HR 437,99Eta Psc,01 31 28.99,+15 20 44.9,3.62
HR 1638,11 Ori,05 04 34.10,+15 24 15.1,4.68
HR 5867,28Bet Ser,15 46 11.30,+15 25 18.8,3.67
HR 4359,70The Leo,11 14 14.40,+15 25 45.8,3.34
HR 1676,15 Ori,05 09 42.00,+15 35 49.9,4.82
HR 1394,71 Tau,04 26 20.81,+15 37 05.9,4.49
HR 1346,54Gam Tau,04 19 47.59,+15 37 39.0,3.65
HR 5933,41Gam Ser,15 56 27.19,+15 39 42.1,3.85
HR 5200,5Ups Boo,13 49 28.61,+15 47 52.1,4.07
HR 1412,78The2Tau,04 28 39.70,+15 52 14.9,3.40
HR 7906,9Alp Del,20 39 38.30,+15 54 42.8,3.77
HR 1479,92Sig2Tau,04 39 16.49,+15 55 05.2,4.69
HR 1411,77The1Tau,04 28 34.51,+15 57 43.9,3.84
HR 7948,12Gam2Del,20 46 39.50,+16 07 27.1,4.27
HR 2198,69 Ori,06 12 03.29,+16 07 50.2,4.95
HR 1427,,04 30 33.70,+16 11 38.0,4.78
HR 5370,20 Boo,14 19 45.19,+16 18 24.8,4.86
HR 1407,75 Tau,04 28 26.40,+16 21 34.9,4.97
HR 2421,24Gam Gem,06 37 42.70,+16 23 57.1,1.93
HR 5475,29Pi 1Boo,14 40 43.61,+16 25 05.9,4.94
HR 1457,87Alp Tau,04 35 55.20,+16 30 33.1,0.85
HR 1946,126 Tau,05 41 17.71,+16 32 02.0,4.86
HR 2763,54Lam Gem,07 18 05.59,+16 32 25.1,3.58
HR 6713,93 Her,18 00 03.41,+16 45 02.9,4.67
HR 3975,30Eta Leo,10 07 19.99,+16 45 46.1,3.52
HR 5502,35Omi Boo,14 45 14.50,+16 57 51.8,4.60
HR 8313,9 Peg,21 44 30.70,+17 21 00.0,4.34
HR 1780,111 Tau,05 24 25.39,+17 22 59.9,4.99
HR 4920,36 Com,12 58 55.39,+17 24 33.8,4.78
HR 1380,64Del2Tau,04 24 05.81,+17 26 38.0,4.80
HR 5185,4Tau Boo,13 47 15.70,+17 27 24.1,4.50
HR 7488,6Bet Sge,19 41 02.90,+17 28 34.0,4.37
HR 1373,61Del1Tau,04 22 56.09,+17 32 33.0,3.76
HR 4697,11 Com,12 20 43.01,+17 47 34.1,4.74
HR 1389,68Del3Tau,04 25 29.40,+17 55 41.2,4.29
HR 7479,5Alp Sge,19 40 05.81,+18 00 50.0,4.37
HR 5879,35Kap Ser,15 48 44.40,+18 08 30.1,4.09
HR 3461,47Del Cnc,08 44 41.09,+18 09 15.1,3.94
HR 7069,111 Her,18 47 01.30,+18 10 53.0,4.36
HR 5235,8Eta Boo,13 54 41.09,+18 23 52.1,2.68
HR 3003,81 Gem,07 46 07.39,+18 30 36.0,4.88
HR 7536,7Del Sge,19 47 23.30,+18 32 03.1,3.82
HR 1845,119 Tau,05 32 12.79,+18 35 39.8,4.38
HR 5544,37Xi Boo,14 51 23.30,+19 06 04.0,4.55
HR 6095,20Gam Her,16 21 55.20,+19 09 11.2,3.75
HR 1409,74Eps Tau,04 28 37.01,+19 10 49.1,3.53
HR 5340,16Alp Boo,14 15 39.70,+19 10 57.0,-0.04
HR 546,5Gam2Ari,01 53 31.80,+19 17 37.0,4.75
HR 545,5Gam1Ari,01 53 31.80,+19 17 44.9,4.83
HR 4054,40 Leo,10 19 44.09,+19 28 14.9,4.79
HR 7635,12Gam Sge,19 58 45.41,+19 29 31.9,3.47
HR 5842,21Iot Ser,15 41 33.10,+19 40 13.1,4.52
HR 951,57Del Ari,03 11 37.80,+19 43 36.1,4.35
HR 8173,1 Peg,21 22 05.21,+19 48 15.8,4.08
HR 4058,41Gam2Leo,10 19 58.61,+19 50 26.2,3.80
HR 4057,41Gam1Leo,10 19 58.30,+19 50 30.1,2.61
HR 2135,62Chi2Ori,06 03 55.20,+20 08 17.9,4.63
HR 4300,60 Leo,11 02 19.80,+20 10 46.9,4.42
HR 45,89Chi Peg,00 14 36.19,+20 12 24.1,4.80
HR 2343,18Nu Gem,06 28 57.79,+20 12 43.9,4.15
HR 4527,93 Leo,11 47 59.09,+20 13 08.0,4.53
HR 2047,54Chi1Ori,05 54 22.90,+20 16 34.0,4.41
HR 4357,68Del Leo,11 14 06.50,+20 31 25.0,2.56
HR 7061,110 Her,18 45 39.70,+20 32 47.0,4.19
HR 2650,43Zet Gem,07 04 06.50,+20 34 13.1,3.79
HR 1329,50Ome2Tau,04 17 15.60,+20 34 43.0,4.94
HR 553,6Bet Ari,01 54 38.40,+20 48 29.2,2.64
HR 6787,102 Her,18 08 45.50,+20 48 51.8,4.36
HR 5899,38Rho Ser,15 51 15.91,+20 58 40.1,4.76
HR 351,84Chi Psc,01 11 27.19,+21 02 04.9,4.66
HR 972,58Zet Ari,03 14 54.10,+21 02 39.8,4.89
HR 1910,123Zet Tau,05 37 38.69,+21 08 33.0,3.00
HR 7891,29 Vul,20 38 31.30,+21 12 04.0,4.82
HR 4894,35 Com,12 53 17.81,+21 14 42.0,4.90
HR 5201,6 Boo,13 49 42.79,+21 15 51.1,4.91
HR 887,48Eps Ari,02 59 12.70,+21 20 25.1,4.63
HR 888,48Eps Ari,02 59 12.70,+21 20 25.1,4.63
HR 7306,1 Vul,19 16 13.01,+21 23 25.1,4.77
HR 3449,43Gam Cnc,08 43 17.09,+21 28 07.0,4.66
HR 6148,27Bet Her,16 30 13.20,+21 29 22.9,2.77
HR 1620,102Iot Tau,05 03 05.71,+21 35 24.0,4.64
HR 6730,95 Her,18 01 30.41,+21 35 44.2,4.96
HR 6895,109 Her,18 23 41.90,+21 46 10.9,3.84
HR 1810,114 Tau,05 27 38.11,+21 56 12.8,4.88
HR 6868,106 Her,18 20 17.90,+21 57 41.0,4.95
HR 2777,55Del Gem,07 20 07.39,+21 58 55.9,3.53
HR 1256,37 Tau,04 04 41.71,+22 04 54.8,4.36
HR 1739,109 Tau,05 19 16.61,+22 05 47.0,4.94
HR 1387,65Kap1Tau,04 25 22.10,+22 17 38.0,4.22
HR 2216,7Eta Gem,06 14 52.61,+22 30 24.1,3.28
HR 2286,13Mu Gem,06 22 57.60,+22 30 49.0,2.88
HR 7565,12 Vul,19 51 04.10,+22 36 36.0,4.95
HR 4789,23 Com,12 34 51.10,+22 37 45.1,4.81
HR 7133,113 Her,18 54 44.90,+22 38 42.0,4.59
HR 5972,44Pi Ser,16 02 17.69,+22 48 15.8,4.83
HR 1392,69Ups Tau,04 26 18.50,+22 48 49.0,4.28
HR 1497,94Tau Tau,04 42 14.69,+22 57 24.8,4.28
HR 3773,4Lam Leo,09 31 43.20,+22 58 05.2,4.31
HR 4362,72 Leo,11 15 12.19,+23 05 44.2,4.63
HR 2134,1 Gem,06 04 07.20,+23 15 47.9,4.16
HR 8905,68Ups Peg,23 25 22.80,+23 24 15.1,4.40
HR 4031,36Zet Leo,10 16 41.40,+23 25 01.9,3.44
HR 271,38Eta And,00 57 12.41,+23 25 03.0,4.42
HR 617,13Alp Ari,02 07 10.39,+23 27 45.0,2.00
HR 8667,47Lam Peg,22 46 31.90,+23 33 56.2,3.95
HR 569,9Lam Ari,01 57 55.70,+23 35 46.0,4.79
HR 8225,2 Peg,21 29 56.90,+23 38 20.0,4.57
HR 8880,62Tau Peg,23 20 38.21,+23 44 25.1,4.60
HR 3873,17Eps Leo,09 45 51.10,+23 46 27.1,2.98
HR 4667,7 Com,12 16 20.50,+23 56 43.1,4.95
HR 1156,23 Tau,03 46 19.61,+23 56 53.9,4.18
HR 1178,27 Tau,03 49 09.70,+24 03 11.9,3.63
HR 7592,13 Vul,19 53 27.70,+24 04 46.9,4.58
HR 1165,25Eta Tau,03 47 29.11,+24 06 18.0,2.87
HR 1142,17 Tau,03 44 52.51,+24 06 47.9,3.70
HR 215,34Zet And,00 47 20.30,+24 16 01.9,4.06
HR 1149,20 Tau,03 45 49.61,+24 22 04.1,3.87
HR 2985,77Kap Gem,07 44 26.81,+24 23 53.2,3.57
HR 1145,19 Tau,03 45 12.50,+24 28 01.9,4.30
HR 2002,132 Tau,05 49 01.01,+24 34 03.0,4.86
HR 360,85Phi Psc,01 13 44.90,+24 35 01.0,4.65
HR 8684,48Mu Peg,22 50 00.19,+24 36 06.1,3.48
HR 7405,6Alp Vul,19 28 42.29,+24 39 54.0,4.44
HR 4259,54 Leo,10 55 36.79,+24 44 58.9,4.50
HR 6410,65Del Her,17 15 01.90,+24 50 21.1,3.14
HR 5634,45 Boo,15 07 18.10,+24 52 09.1,4.93
HR 5600,41Ome Boo,15 02 06.50,+25 00 29.2,4.81
HR 5304,12 Boo,14 10 23.90,+25 05 30.1,4.83
HR 2473,27Eps Gem,06 43 55.90,+25 07 52.0,2.98
HR 9064,84Psi Peg,23 57 45.50,+25 08 29.0,4.66
HR 7939,30 Vul,20 44 52.51,+25 16 14.2,4.91
HR 8430,24Iot Peg,22 07 00.70,+25 20 42.0,3.76
HR 8796,56 Peg,23 07 06.79,+25 28 05.9,4.76
HR 7739,,20 15 15.91,+25 35 30.8,4.78
HR 8315,10Kap Peg,21 44 38.71,+25 38 42.0,4.13
HR 4707,12 Com,12 22 30.31,+25 50 46.0,4.81
HR 5958,,15 59 30.19,+25 55 13.1,2.00
HR 623,14 Ari,02 09 25.30,+25 56 22.9,4.98
HR 2084,139 Tau,05 57 59.69,+25 57 14.0,4.82
HR 3905,24Mu Leo,09 52 45.79,+26 00 24.8,3.88
HR 5889,10Del CrB,15 49 35.69,+26 04 05.9,4.63
HR 6526,76Lam Her,17 30 44.30,+26 06 38.2,4.41
HR 3731,1Kap Leo,09 24 39.31,+26 10 55.9,4.46
HR 5849,8Gam CrB,15 42 44.59,+26 17 44.2,3.84
HR 5490,34 Boo,14 43 25.39,+26 31 40.1,4.81
HR 7064,,18 46 04.49,+26 39 43.9,4.83
HR 5793,5Alp CrB,15 34 41.30,+26 42 52.9,2.23
HR 3067,83Phi Gem,07 53 29.81,+26 45 56.9,4.97
HR 5947,13Eps CrB,15 57 35.30,+26 52 40.1,4.15
HR 2905,69Ups Gem,07 35 55.30,+26 53 44.9,4.06
HR 5616,43Psi Boo,15 04 26.71,+26 56 51.0,4.54
HR 5506,36Eps Boo,14 44 59.21,+27 04 27.1,2.70
HR 7995,31 Vul,20 52 07.70,+27 05 48.8,4.59
HR 838,41 Ari,02 49 58.99,+27 15 38.2,3.63
HR 383,90Ups Psc,01 19 28.01,+27 15 51.1,4.76
HR 4733,14 Com,12 26 24.10,+27 16 05.9,4.95
HR 1348,52Phi Tau,04 20 21.31,+27 21 02.9,4.95
HR 4883,31 Com,12 51 41.90,+27 32 26.2,4.94
HR 2034,136 Tau,05 53 19.61,+27 36 43.9,4.58
HR 4954,41 Com,13 07 10.70,+27 37 28.9,4.80
HR 801,35 Ari,02 43 27.10,+27 42 25.9,4.66
HR 6623,86Mu Her,17 46 27.50,+27 43 14.2,3.42
HR 7653,15 Vul,20 01 06.10,+27 45 13.0,4.64
HR 3149,Chi Gem,08 03 31.10,+27 47 39.1,4.94
HR 2821,60Iot Gem,07 25 43.61,+27 47 53.2,3.79
HR 7744,23 Vul,20 15 46.10,+27 48 51.1,4.52
HR 4983,43Bet Com,13 11 52.39,+27 52 41.2,4.26
HR 7417,6Bet1Cyg,19 30 43.30,+27 57 34.9,3.08
HR 2990,78Bet Gem,07 45 18.91,+28 01 34.0,1.14
HR 8775,53Bet Peg,23 03 46.51,+28 04 58.1,2.42
HR 4737,15Gam Com,12 26 56.30,+28 16 05.9,4.36
HR 8522,32 Peg,22 21 19.30,+28 19 50.2,4.81
HR 1791,112Bet Tau,05 26 17.50,+28 36 27.0,1.65
HR 8309,78Mu 1Cyg,21 44 08.59,+28 44 34.1,4.73
HR 3475,48Iot Cnc,08 46 41.81,+28 45 36.0,4.02
HR 6779,103Omi Her,18 07 32.59,+28 45 45.0,3.83
HR 2973,75Sig Gem,07 43 18.70,+28 53 01.0,4.28
HR 999,,03 20 20.40,+29 02 53.9,4.47
HR 15,21Alp And,00 08 23.30,+29 05 26.2,2.06
HR 5747,3Bet CrB,15 27 49.70,+29 06 20.9,3.68
HR 824,39 Ari,02 47 54.50,+29 14 49.9,4.51
HR 6703,92Xi Her,17 57 45.91,+29 14 52.1,3.70
HR 8641,43Omi Peg,22 41 45.41,+29 18 27.0,4.79
HR 163,30Eps And,00 38 33.31,+29 18 42.1,4.37
HR 8997,78 Peg,23 43 59.50,+29 21 42.1,4.93
HR 2219,44Kap Aur,06 15 22.70,+29 29 53.2,4.35
HR 544,2Alp Tri,01 53 04.90,+29 34 44.0,3.41
HR 7372,2 Cyg,19 24 07.61,+29 37 17.0,4.97
HR 5447,28Sig Boo,14 34 40.80,+29 44 42.0,4.46
HR 5971,14Iot CrB,16 01 26.59,+29 51 04.0,4.99
HR 352,83Tau Psc,01 11 39.60,+30 05 22.9,4.51
HR 7478,12Phi Cyg,19 39 22.61,+30 09 11.9,4.69
HR 6707,94Nu Her,17 58 30.19,+30 11 21.8,4.41
HR 8650,44Eta Peg,22 43 00.10,+30 13 17.0,2.94
HR 8115,64Zet Cyg,21 12 56.21,+30 13 36.8,3.20
HR 2697,46Tau Gem,07 11 08.40,+30 14 43.1,4.41
HR 642,6 Tri,02 12 22.30,+30 18 11.2,4.94
HR 7834,41 Cyg,20 29 23.71,+30 22 07.0,4.01
HR 5429,25Rho Boo,14 31 49.80,+30 22 17.0,3.58
HR 7942,52 Cyg,20 45 39.70,+30 43 10.9,4.22
HR 4924,37 Com,13 00 16.51,+30 47 06.0,4.90
HR 165,31Del And,00 39 19.70,+30 51 38.9,3.27
HR 6103,19Xi CrB,16 22 05.81,+30 53 30.8,4.85
HR 6324,58Eps Her,17 00 17.40,+30 55 35.0,3.92
HR 8943,72 Peg,23 33 57.19,+31 19 31.1,4.98
HR 5778,4The CrB,15 32 55.80,+31 21 33.1,4.14
HR 6815,104 Her,18 11 54.19,+31 24 19.1,4.97
HR 4374,53Xi UMa,11 18 10.90,+31 31 45.1,4.87
HR 4375,53Xi UMa,11 18 10.99,+31 31 45.1,4.41
HR 6212,40Zet Her,16 41 17.21,+31 36 11.2,2.81
HR 2852,62Rho Gem,07 29 06.70,+31 47 03.8,4.18
HR 1203,44Zet Per,03 54 07.90,+31 53 01.0,2.85
HR 2891,66Alp Gem,07 34 36.00,+31 53 17.9,1.98
HR 2890,66Alp Gem,07 34 36.00,+31 53 19.0,2.88
HR 4166,37 LMi,10 38 43.20,+31 58 34.0,4.71
HR 7192,15Lam Lyr,19 00 00.91,+32 08 44.2,4.93
HR 7806,39 Cyg,20 23 51.70,+32 11 24.0,4.43
HR 1843,25Chi Aur,05 32 43.70,+32 11 30.8,4.76
HR 1131,38Omi Per,03 44 19.10,+32 17 17.9,3.83
HR 7178,14Gam Lyr,18 58 56.59,+32 41 21.8,3.24
HR 7564,Chi Cyg,19 50 33.89,+32 54 51.1,4.23
HR 4377,54Nu UMa,11 18 28.70,+33 05 39.1,3.48
HR 6431,68 Her,17 17 19.49,+33 06 00.0,4.82
HR 1577,3Iot Aur,04 56 59.59,+33 09 58.0,2.69
HR 8454,29Pi 2Peg,22 09 59.21,+33 10 41.9,4.29
HR 5681,49Del Boo,15 15 30.19,+33 18 52.9,3.47
HR 7106,10Bet Lyr,18 50 04.80,+33 21 46.1,3.45
HR 1726,16 Aur,05 18 10.70,+33 22 18.1,4.54
HR 154,29Pi And,00 36 52.90,+33 43 09.8,4.36
HR 7534,17 Cyg,19 46 25.61,+33 43 40.1,4.99
HR 4090,30 LMi,10 25 54.89,+33 47 46.0,4.74
HR 664,9Gam Tri,02 17 18.91,+33 50 49.9,4.01
HR 2540,34The Gem,06 52 47.30,+33 57 40.0,3.60
HR 1123,40 Per,03 42 22.51,+33 57 54.0,4.97
HR 7949,53Eps Cyg,20 46 12.70,+33 58 13.1,2.46
HR 4247,46 LMi,10 53 18.70,+34 12 54.0,3.83
HR 991,,03 18 43.80,+34 13 22.1,4.82
