5425,Sig Lup,14:32.6,-50:27,4.42
4743,Sig Cen,12:28.0,-50:14,3.91
6072,Gam2Nor,16:19.8,-50:9,4.02
6743,The Ara,18:6.6,-50:6,3.66
6058,Gam1Nor,16:17.0,-50:4,4.99
4942,Xi 2Cen,13:6.9,-49:54,4.27
868,,02:53.9,-49:53,4.00
6510,Alp Ara,17:31.8,-49:53,2.95
3089,,07:53.1,-49:37,4.63
2672,,07:3.9,-49:35,4.93
4933,Xi 1Cen,13:3.6,-49:32,4.85
5453,Rho Lup,14:37.9,-49:26,4.05
4216,Mu Vel,10:46.8,-49:25,2.69
6569,Lam Ara,17:40.4,-49:25,4.77
3836,,09:36.8,-49:21,4.35
3129,,07:58.2,-49:15,4.41
5962,Eta Nor,16:3.2,-49:14,4.65
440,Del Phe,01:31.3,-49:4,3.95
6905,Zet Tel,18:28.8,-49:4,4.13
4819,Gam Cen,12:41.5,-48:58,2.17
4888,,12:53.1,-48:57,4.33
4831,,12:42.6,-48:49,4.66
125,Lam1Phe,00:31.4,-48:48,4.77
5646,Kap1Lup,15:11.9,-48:44,3.87
2608,,06:56.3,-48:43,4.95
4802,Tau Cen,12:37.7,-48:32,3.86
3294,,08:22.5,-48:29,4.82
4940,,13:6.3,-48:28,4.71
2762,,07:14.6,-48:16,4.76
4167,,10:37.3,-48:14,3.84
2462,,06:38.6,-48:13,4.93
3090,,07:53.3,-48:6,4.24
7424,Iot Tel,19:35.2,-48:6,4.90
5698,Nu 1Lup,15:22.1,-47:56,5.00
5683,Mu Lup,15:18.5,-47:52,4.27
721,Kap Eri,02:27.0,-47:42,4.25
6115,Eps Nor,16:27.2,-47:33,4.47
5469,Alp Lup,14:41.9,-47:23,2.30
574,,01:57.2,-47:23,4.83
3206,Gam1Vel,08:9.5,-47:21,4.27
3207,Gam2Vel,08:9.5,-47:20,1.78
3452,,08:41.2,-47:19,4.77
7869,Alp Ind,20:37.6,-47:17,3.11
5231,Zet Cen,13:55.5,-47:17,2.55
3614,,09:4.2,-47:6,3.75
3046,,07:48.3,-47:5,4.71
5606,Pi Lup,15:5.1,-47:3,4.82
5605,Pi Lup,15:5.1,-47:3,4.72
8425,Alp Gru,22:8.2,-46:58,1.74
8636,Bet Gru,22:42.7,-46:53,2.10
2740,,07:12.6,-46:46,4.49
322,Bet Phe,01:6.1,-46:43,3.31
3445,,08:40.6,-46:39,3.84
3912,,09:51.7,-46:33,4.58
6537,1Sig Ara,17:35.7,-46:30,4.59
3055,,07:49.2,-46:22,4.11
555,Psi Phe,01:53.6,-46:18,4.41
7952,Zet Ind,20:49.5,-46:14,4.89
180,Mu Phe,00:41.3,-46:5,4.59
5354,Iot Lup,14:19.4,-46:3,3.55
3487,,08:46.0,-46:3,3.91
6897,Alp Tel,18:27.0,-45:58,3.51
6783,Eps Tel,18:11.2,-45:57,4.53
6934,Del1Tel,18:31.8,-45:55,4.96
25,Eps Phe,00:9.4,-45:45,3.88
5260,Ups2Cen,14:1.7,-45:36,4.34
370,Nu Phe,01:15.2,-45:32,4.96
8959,,23:37.9,-45:30,4.74
5396,Tau2Lup,14:26.2,-45:23,4.35
3520,,08:49.8,-45:18,4.93
5626,Lam Lup,15:8.8,-45:17,4.05
8820,Iot Gru,23:10.4,-45:15,3.90
5395,Tau1Lup,14:26.1,-45:13,4.56
5364,,14:20.7,-45:11,4.77
2746,,07:13.2,-45:11,4.89
4546,,11:51.1,-45:10,4.46
5980,Del Nor,16:6.5,-45:10,4.72
5781,,15:35.9,-44:58,4.54
3654,,09:11.1,-44:52,5.00
5249,Ups1Cen,13:58.7,-44:48,3.87
7343,Bet2Sgr,19:23.2,-44:48,4.29
3359,,08:29.5,-44:44,4.99
5708,Eps Lup,15:22.7,-44:41,3.37
5825,,15:41.2,-44:40,4.64
5651,,15:12.8,-44:30,4.82
7337,Bet1Sgr,19:22.6,-44:28,4.01
6675,,17:56.8,-44:21,4.86
6155,Mu Nor,16:34.1,-44:3,4.94
8560,Del2Gru,22:29.8,-43:45,4.11
100,Kap Phe,00:26.2,-43:41,3.94
5528,Omi Lup,14:51.6,-43:35,4.32
8787,The Gru,23:6.9,-43:31,4.28
8556,Del1Gru,22:29.3,-43:30,3.97
3634,Lam Vel,09:8.0,-43:26,2.21
429,Gam Phe,01:28.4,-43:19,3.41
2878,Sig Pup,07:29.2,-43:18,3.25
6380,Eta Sco,17:12.2,-43:14,3.33
2451,Nu Pup,06:37.8,-43:12,3.17
5571,Bet Lup,14:58.5,-43:8,2.68
1008,,03:19.9,-43:4,4.27
6553,The Sco,17:37.3,-42:60,1.87
3426,,08:37.6,-42:59,4.14
3226,,08:11.4,-42:59,4.75
789,,02:39.8,-42:54,4.75
2120,Eta Col,05:59.1,-42:49,3.96
3477,,08:44.4,-42:39,4.07
8949,Iot Phe,23:35.1,-42:37,4.71
5797,Ome Lup,15:38.1,-42:34,4.33
5193,Mu Cen,13:49.6,-42:28,3.04
6262,Zet1Sco,16:54.0,-42:22,4.73
6271,Zet2Sco,16:54.6,-42:22,3.62
6951,The CrA,18:33.5,-42:19,4.64
99,Alp Phe,00:26.3,-42:18,2.39
1326,Alp Hor,04:14.0,-42:18,3.86
4293,,11:0.2,-42:14,4.39
5440,Eta Cen,14:35.5,-42:9,2.31
4023,,10:14.7,-42:7,3.85
5576,Kap Cen,14:59.2,-42:6,3.13
5248,Phi Cen,13:58.3,-42:6,3.83
7188,Zet CrA,19:3.1,-42:6,4.75
1302,Del Hor,04:10.8,-41:60,4.93
7581,Iot Sgr,19:55.3,-41:52,4.13
1502,Alp Cae,04:40.6,-41:52,4.45
5943,,15:59.5,-41:45,4.99
6682,,17:57.8,-41:43,4.88
5190,Nu Cen,13:49.5,-41:41,3.41
4080,,10:22.3,-41:39,4.83
8644,Rho Gru,22:43.5,-41:25,4.85
8486,Mu 1Gru,22:15.6,-41:21,4.79
3591,,09:0.1,-41:15,4.45
5285,Chi Cen,14:6.0,-41:11,4.36
5776,Gam Lup,15:35.1,-41:10,2.78
8151,The1Mic,21:20.8,-40:49,4.82
5695,Del Lup,15:21.4,-40:39,3.22
7348,Alp Sgr,19:23.9,-40:37,3.97
3080,,07:52.2,-40:35,3.73
4523,,11:46.5,-40:30,4.91
7242,Del CrA,19:8.3,-40:30,4.59
3786,Psi Vel,09:30.7,-40:28,3.60
3243,,08:14.0,-40:21,4.44
897,The1Eri,02:58.3,-40:18,3.24
898,The2Eri,02:58.3,-40:18,4.35
1106,,03:37.1,-40:16,4.58
4889,,12:53.4,-40:11,4.27
6615,Iot1Sco,17:47.6,-40:8,3.03
6631,Iot2Sco,17:50.2,-40:5,4.81
3165,Zet Pup,08:3.6,-40:0,2.25
4817,,12:39.9,-39:59,4.64
794,Iot Eri,02:40.7,-39:51,4.11
2702,,07:8.9,-39:39,4.83
3225,,08:11.4,-39:37,4.45
8411,Lam Gru,22:6.1,-39:33,4.46
5378,,14:23.0,-39:31,4.42
5089,,13:31.0,-39:24,3.88
7259,Bet CrA,19:10.0,-39:20,4.11
6580,Kap Sco,17:42.5,-39:2,2.41
3084,,07:52.6,-38:52,4.49
5724,,15:25.3,-38:44,4.60
6546,,17:36.5,-38:38,4.29
5967,,16:3.4,-38:36,4.89
3682,,09:15.6,-38:34,4.94
5948,Eta Lup,16:0.1,-38:24,3.41
2961,,07:39.5,-38:18,4.84
6247,Mu 1Sco,16:51.9,-38:3,3.08
6252,Mu 2Sco,16:52.3,-38:1,3.57
3017,,07:45.3,-37:58,3.61
7652,,20:3.6,-37:56,4.77
7254,Alp CrA,19:9.5,-37:54,4.11
5367,Psi Cen,14:20.6,-37:53,4.05
8937,Bet Scl,23:33.0,-37:49,4.37
4979,,13:12.1,-37:48,4.85
5471,,14:42.0,-37:48,4.00
1190,,03:48.6,-37:37,4.73
3684,,09:15.8,-37:25,4.62
8353,Gam Gru,21:53.9,-37:22,3.01
1143,,03:42.8,-37:19,4.59
6508,34Ups Sco,17:30.8,-37:18,2.69
4273,Iot Ant,10:56.7,-37:8,4.60
2087,Xi Col,05:55.5,-37:7,4.97
7152,Eps CrA,18:58.7,-37:6,4.87
6527,35Lam Sco,17:33.6,-37:6,1.63
2773,Pi Pup,07:17.1,-37:6,2.70
7226,Gam CrA,19:6.4,-37:4,4.93
7227,Gam CrA,19:6.4,-37:4,4.99
6630,,17:49.9,-37:3,3.21
5712,Phi2Lup,15:23.2,-36:52,4.54
5987,The Lup,16:6.6,-36:48,4.23
6832,Eta Sgr,18:17.6,-36:46,3.11
2787,,07:18.3,-36:44,4.66
5028,Iot Cen,13:20.6,-36:43,2.75
3270,,08:18.6,-36:40,4.45
5288,5The Cen,14:6.7,-36:22,2.06
5705,Phi1Lup,15:21.8,-36:16,3.56
1195,,03:49.5,-36:12,4.17
4396,,11:23.2,-36:10,5.00
3765,Eps Ant,09:29.2,-35:57,4.51
3237,,08:13.5,-35:54,4.78
2040,Bet Col,05:51.0,-35:46,3.12
7029,,18:44.3,-35:39,4.87
1652,Gam1Cae,05:4.4,-35:29,4.55
1862,Eps Col,05:31.2,-35:28,3.87
3438,Bet Pyx,08:40.1,-35:18,3.97
2106,Gam Col,05:57.5,-35:17,4.36
7623,The1Sgr,19:59.7,-35:17,4.37
6166,,16:36.4,-35:15,4.16
5489,,14:45.0,-35:12,4.92
5485,,14:43.7,-35:10,4.05
2256,Kap Col,06:16.6,-35:8,4.37
2937,,07:37.4,-34:58,4.53
1743,Omi Col,05:17.5,-34:54,4.83
4494,Omi Hya,11:40.2,-34:45,4.70
5839,4Psi2Lup,15:42.7,-34:43,4.75
6143,,16:31.4,-34:42,4.23
5192,2 Cen,13:49.4,-34:27,4.19
5820,3Psi1Lup,15:39.8,-34:25,4.67
6879,20Eps Sgr,18:24.2,-34:23,1.85
2549,,06:50.9,-34:22,4.99
6241,26Eps Sco,16:50.2,-34:18,2.29
6334,,17:4.8,-34:7,4.87
1956,Alp Col,05:39.6,-34:4,2.64
8433,Ups PsA,22:8.4,-34:3,4.99
1393,43 Eri,04:24.0,-34:1,3.96
4874,,12:50.7,-33:60,4.91
4552,Bet Hya,11:52.9,-33:54,4.28
2056,Lam Col,05:53.1,-33:48,4.87
1347,41Ups4Eri,04:17.9,-33:48,3.56
7965,Alp Mic,20:50.0,-33:47,4.90
5883,5Chi Lup,15:51.0,-33:38,3.95
2296,Del Col,06:22.1,-33:26,3.85
3468,Alp Pyx,08:43.6,-33:11,3.68
3282,,08:21.4,-33:3,4.83
5168,1 Cen,13:45.7,-33:3,4.23
8305,9Iot PsA,21:44.9,-33:2,4.34
105,Eta Scl,00:27.9,-33:0,4.81
5210,3 Cen,13:51.8,-32:60,4.56
8431,14Mu PsA,22:8.4,-32:59,4.50
8695,22Gam PsA,22:52.5,-32:53,4.46
2361,Lam CMa,06:28.2,-32:35,4.48
8447,15Tau PsA,22:10.1,-32:33,4.92
8720,23Del PsA,22:55.9,-32:32,4.21
8863,Gam Scl,23:18.8,-32:32,4.41
2538,13Kap CMa,06:49.8,-32:31,3.96
841,Bet For,02:49.1,-32:24,4.46
8576,17Bet PsA,22:31.5,-32:21,4.29
8039,Gam Mic,21:1.3,-32:15,4.67
8135,Eps Mic,21:17.9,-32:10,4.71
7659,,20:4.3,-32:3,4.99
1134,Del For,03:42.2,-31:56,5.00
5221,4 Cen,13:53.2,-31:56,4.73
4450,Xi Hya,11:33.0,-31:51,3.54
6628,,17:49.2,-31:42,4.83
5660,1 Lup,15:14.6,-31:31,4.91
4104,Alp Ant,10:27.2,-31:4,4.25
2881,,07:30.7,-30:58,4.65
1464,52Ups2Eri,04:35.5,-30:34,3.82
6746,10Gam2Sgr,18:5.8,-30:25,2.99
3113,,07:57.7,-30:20,4.79
5686,2 Lup,15:17.8,-30:9,4.34
2282,1Zet CMa,06:20.3,-30:4,3.02
7194,38Zet Sgr,19:2.6,-29:53,2.60
6492,45 Oph,17:27.4,-29:52,4.29
6859,19Del Sgr,18:21.0,-29:50,2.70
5812,40Tau Lib,15:38.7,-29:47,3.66
1453,50Ups1Eri,04:33.5,-29:46,4.51
8728,24Alp PsA,22:57.7,-29:37,1.16
6742,Gam1Sgr,18:5.0,-29:35,4.69
3433,Zet Pyx,08:39.7,-29:34,4.89
5407,52 Hya,14:28.2,-29:30,4.97
280,Alp Scl,00:58.6,-29:21,4.31
2827,31Eta CMa,07:24.1,-29:18,2.45
612,Nu For,02:4.5,-29:18,4.69
5928,5Rho Sco,15:56.9,-29:13,3.88
963,Alp For,03:12.1,-28:59,3.87
2618,21Eps CMa,06:58.6,-28:58,1.50
2996,3 Pup,07:43.8,-28:57,3.96
3733,Lam Pyx,09:23.2,-28:50,4.69
6070,,16:18.3,-28:37,4.78
6766,,18:8.1,-28:27,4.57
2993,1 Pup,07:43.5,-28:25,4.59
2922,,07:35.4,-28:22,4.64
749,Ome For,02:33.8,-28:14,4.90
6165,23Tau Sco,16:35.9,-28:13,2.82
5794,39Ups Lib,15:37.0,-28:8,3.58
9016,Del Scl,23:48.9,-28:8,4.57
5526,58 Hya,14:50.3,-27:58,4.41
2646,22Sig CMa,07:1.7,-27:56,3.47
6028,13 Sco,16:12.3,-27:56,4.59
2766,,07:16.6,-27:53,4.64
6616,3 Sgr,17:47.6,-27:50,4.54
3871,The Ant,09:44.2,-27:46,4.79
5381,51 Hya,14:23.1,-27:45,4.77
3518,Gam Pyx,08:50.5,-27:43,4.01
7650,62 Sgr,20:2.7,-27:43,4.58
3556,Del Pyx,08:55.5,-27:41,4.89
7234,40Tau Sgr,19:6.9,-27:40,3.32
4162,,10:37.2,-27:25,4.89
4314,Chi1Hya,11:5.3,-27:18,4.94
7604,59 Sgr,19:56.9,-27:10,4.52
8628,18Eps PsA,22:40.7,-27:3,4.17
6842,,18:18.1,-27:3,4.65
7039,27Phi Sgr,18:45.7,-26:59,3.17
7980,18Ome Cap,20:51.8,-26:55,4.11
2949,,07:38.8,-26:48,4.62
2948,,07:38.8,-26:48,4.50
2749,28Ome CMa,07:14.8,-26:46,3.85
5287,49Pi Hya,14:6.4,-26:41,3.27
6134,21Alp Sco,16:29.4,-26:26,0.96
2693,25Del CMa,07:8.4,-26:24,1.84
2745,27 CMa,07:14.3,-26:21,4.66
7597,58Ome Sgr,19:55.8,-26:18,4.70
7121,34Sig Sgr,18:55.3,-26:18,2.02
7618,60 Sgr,19:59.0,-26:12,4.83
5944,6Pi Sco,15:58.9,-26:7,2.89
3718,The Pyx,09:21.5,-25:58,4.72
3034,Omi Pup,07:48.1,-25:56,4.50
3919,,09:54.2,-25:56,4.88
5969,,16:3.3,-25:52,5.00
3628,Kap Pyx,09:8.0,-25:51,4.58
5885,1 Sco,15:51.0,-25:45,4.64
6084,20Sig Sco,16:21.2,-25:36,2.89
5497,54 Hya,14:46.0,-25:27,4.94
6913,22Lam Sgr,18:28.0,-25:25,2.81
2944,,07:38.3,-25:22,4.70
5904,2 Sco,15:53.6,-25:20,4.59
5603,20Sig Lib,15:4.1,-25:17,3.29
7936,16Psi Cap,20:46.1,-25:16,4.14
7292,42Psi Sgr,19:15.5,-25:15,4.85
6141,22 Sco,16:30.2,-25:7,4.79
8080,24 Cap,21:7.1,-25:0,4.50
6453,42The Oph,17:22.0,-24:60,3.27
2782,30Tau CMa,07:18.7,-24:57,4.40
7440,52 Sgr,19:36.7,-24:53,4.60
3045,7Xi Pup,07:49.3,-24:52,3.34
4623,1Alp Crv,12:8.4,-24:44,4.02
1213,33Tau8Eri,03:53.7,-24:37,4.65
2781,29 CMa,07:18.7,-24:34,4.98
3185,15Rho Pup,08:7.5,-24:18,2.81
2580,16Omi1CMa,06:54.1,-24:11,3.87
6486,44 Oph,17:26.4,-24:11,4.17
6081,19Omi Sco,16:20.6,-24:10,4.55
1240,36Tau9Eri,03:59.9,-24:1,4.66
6519,51 Oph,17:31.4,-23:58,4.81
3862,,09:42.2,-23:55,4.94
2653,24Omi2CMa,07:3.0,-23:50,3.02
5824,42 Lib,15:40.3,-23:49,4.96
6700,4 Sgr,17:59.8,-23:49,4.76
8789,86 Aqr,23:6.7,-23:45,4.47
6801,11 Sgr,18:11.7,-23:42,4.98
919,11Tau3Eri,03:2.4,-23:37,4.09
3858,,09:41.3,-23:36,4.77
2387,4Xi 1CMa,06:31.9,-23:25,4.33
4786,9Bet Crv,12:34.4,-23:24,2.65
2764,,07:16.6,-23:19,4.79
5080,,13:29.7,-23:17,4.97
1173,27Tau6Eri,03:46.8,-23:15,4.23
5020,46Gam Hya,13:18.9,-23:10,3.00
4958,45Psi Hya,13:9.1,-23:7,4.95
2874,,07:29.9,-23:1,4.85
2414,5Xi 2CMa,06:35.1,-22:58,4.54
3102,11 Pup,07:56.9,-22:53,4.20
4343,11Bet Crt,11:11.7,-22:50,4.48
7116,32Nu 1Sgr,18:54.2,-22:45,4.83
7120,35Nu 2Sgr,18:55.1,-22:40,4.99
5953,7Del Sco,16:0.3,-22:37,2.32
4630,2Eps Crv,12:10.1,-22:37,3.00
565,56 Cet,01:56.7,-22:32,4.85
994,15 Eri,03:18.4,-22:31,4.88
8817,89 Aqr,23:9.9,-22:27,4.69
1983,13Gam Lep,05:44.5,-22:27,3.60
8204,34Zet Cap,21:26.7,-22:25,3.74
1654,2Eps Lep,05:5.5,-22:22,3.19
3749,,09:27.3,-22:21,4.69
2906,,07:34.1,-22:18,4.45
8213,36 Cap,21:28.7,-21:48,4.51
1003,16Tau4Eri,03:19.5,-21:45,3.69
7217,39Omi Sgr,19:4.7,-21:45,3.77
6595,58 Oph,17:43.4,-21:41,4.87
1088,19Tau5Eri,03:33.8,-21:38,4.27
6153,9Ome Oph,16:32.1,-21:28,4.45
1762,,05:20.4,-21:14,4.71
8812,88 Aqr,23:9.4,-21:10,3.66
6445,40Xi Oph,17:21.0,-21:7,4.39
7150,37Xi 2Sgr,18:57.7,-21:6,3.51
585,59Ups Cet,02:0.0,-21:5,4.00
